gene	rna_pval	rna_log2fc	protein_pval	protein_log2fc
911	PRKCA	0.0231761813768225	0.82718484582256	0.342473317544005	0.264976922143288
912	C1ORF175	0.0231889708958231	0.821251611040524	NA	NA
913	SLC15A1	0.0231991855742059	-0.842789313315539	NA	NA
914	BCL7C	0.0232388478389466	-0.815413866047227	0.218387435818497	-0.355508723429111
915	MED1	0.0232446926192431	0.811532401239135	0.322802716923638	0.279082606898088
916	OTX1	0.023258122345022	0.812597564931339	NA	NA
917	ZNF341	0.0233046897142103	0.82190133193951	NA	NA
918	RPL26	0.0233096008804295	-0.845205192339857	0.98156050311422	-0.00646640130545066
919	PCDHA9	0.023314872262087	-0.831198957284283	NA	NA
920	PAEP	0.0233476416309369	0.830024893319049	0.234414348360467	0.823539942306147
921	GLRX2	0.0233726249369168	-0.817817184601416	NA	NA
922	NDUFAF4	0.0233881071918872	-0.84235205900593	0.364657346393377	-0.254269653585296
923	PREX1	0.0234266501116002	0.826504220964411	0.385726980021604	0.244723116725203
924	UBE2H	0.0235570193603939	0.818504058496124	0.694474649092212	0.108643422676055
925	ADCY8	0.0235644351830968	0.822627492187513	0.877355060635246	-0.0833714121541198
926	PLEKHG1	0.0236049609218067	0.818728193183507	0.669641324452857	0.154107753492949
927	CORO2B	0.0236132183366694	0.828039376553282	0.863289558689147	0.0557410967939401
928	OPLAH	0.0237552436777646	0.867017005698344	0.630795844621079	0.134954022997127
929	HIST2H2AB	0.0237930545623372	-0.834878927579424	0.201705251729843	-0.362388536807197
930	SLC39A4	0.0238348210134649	-0.857701114501177	NA	NA
931	INPP5F	0.0238801567865645	0.822592197855191	0.0252890909404049	0.788311244419172
932	POMC	0.0239323451561281	-0.815774980446512	NA	NA
933	CSF2RA	0.0239644177950191	0.868329644244824	NA	NA
934	PLEKHG4B	0.0239870848315607	-0.865417104583125	NA	NA
935	FBXO42	0.0239875158863104	0.849858426222894	0.360472206210423	0.63668865202625
936	APBB3	0.0240014495203547	0.821787759891579	NA	NA
937	PSMC5	0.024011318823282	-0.836331841000756	0.0275383438516181	-0.626773051790303
938	CBLL1	0.0240178974593744	0.820968358326748	0.899250708962365	-0.0381013460066184
939	ARL6IP6	0.0240481558873221	-0.818600630080753	NA	NA
940	ABCC1	0.0240684684897246	0.824267923965313	0.0358347876082637	0.588827960608436
941	IL23R	0.0240702227262569	0.833136766783258	NA	NA
942	CLCN6	0.0241360563046418	0.814389208015656	NA	NA
943	NUP160	0.024195317131461	-0.820497899763235	0.990335394945553	0.00335695233847327
944	SPC24	0.0242039619066455	-0.843836830068877	0.578128490707354	-0.161737245287679
945	MEA1	0.0242046799284924	-0.832309049331464	NA	NA
946	CCDC167	0.0242103350431795	-0.806553409425316	NA	NA
947	CCDC85B	0.0242147378366805	-0.810431942726835	NA	NA
948	LRRC20	0.0242439500887823	0.826854004004813	0.630423508612994	0.14911939345282
949	SYT1	0.0242564654706773	0.84910953498247	NA	NA
950	HECTD3	0.024266695989703	0.838330137824197	0.284109019433118	-0.300123881359532
951	NT5C2	0.0242684368306167	0.820241747143379	0.0104976096293122	0.721819715581664
952	ADAMTSL4	0.0243343783424118	0.812235427327735	NA	NA
953	BAIAP2L1	0.0243574021578752	0.826719746878476	0.712375962242359	-0.104328615117525
954	RNF6	0.0243979741337128	0.814124124159931	NA	NA
955	C8orf58	0.0243997266990463	-0.801858970821904	NA	NA
956	CLEC2A	0.0245181992787808	0.963769196157563	NA	NA
957	CBWD3	0.0245403234335856	-0.825880441550865	NA	NA
958	IL13RA2	0.024569104552647	-0.816646029208476	NA	NA
959	SRPRB	0.0246070748942829	-0.828460445419592	0.581664600515451	-0.153026878086697
960	RBM19	0.0246331915008113	0.815221043310767	0.152399877499057	0.40274760002044
961	WIPF2	0.0246848566186807	0.806494017375338	0.102681310623082	0.459466931260941
962	OLIG1	0.0247381192988132	0.803252098201972	NA	NA
963	PLSCR3	0.024776004365905	0.855184871670109	NA	NA
964	TRMT5	0.0248395998064549	-0.834453990435678	0.820230362159923	-0.0637035039725056
965	EMC6	0.0249473477282411	-0.814850012352837	NA	NA
966	KCNQ3	0.0249863166290973	0.817382210972032	NA	NA
967	UBAP1	0.0250455712974113	0.854765140461428	0.790398543802886	-0.0748212361577886
968	SUPT20H	0.0251443393963198	0.815563227742433	0.577290755366189	-0.213132431162199
969	EGFL8	0.0252241113042388	-0.800588897515936	NA	NA
970	LSM5	0.0252750940028614	-0.813144730502491	0.730732777228654	-0.108017365078871
971	NIT1	0.0253814528169737	-0.820199067683717	0.121029478748353	-0.431542193660979
972	ATP5F1	0.0253844072929462	-0.819755365779949	0.350146357390663	0.263905961818146
973	IGF2R	0.0254409483001614	0.802796699221579	0.403569106004926	-0.235893907634506
974	CTSD	0.0254490372942044	0.871275285616604	0.974138123351609	-0.00894889662949055
975	SLC26A3	0.0254676043407859	0.895890309854964	NA	NA
976	C14orf2	0.0255098121445683	-0.806055194761975	0.814087365444689	0.0776900188097789
977	PUS10	0.0255162682324899	0.818313655316836	0.178795438418027	-0.571542012473285
978	PIK3CD	0.0255280941108071	0.830220003941821	0.806976588322859	0.0770543667005305
979	GABARAP	0.0255413929643541	-0.81234163525573	0.959833821888865	-0.0142511761869556
980	PAN3	0.0255549899852572	0.839572130217476	0.578321036063988	0.214117893450123
981	MBOAT7	0.0255758767743871	0.827729612357069	0.0261532880213872	0.63101563763176
982	CLNK	0.025587920721859	0.854434829463116	NA	NA
983	EHD2	0.0256198507016214	0.801727072527043	0.0287658298570918	0.610711281608854
984	ANKZF1	0.0256717488271263	0.812172257332073	0.0212422330347734	-0.683346571278247
985	GRIK5	0.025779989205343	0.796255604341375	NA	NA
986	ATRAID	0.0258141392210471	-0.818151139116846	0.018562807563047	-0.794241681819463
987	JUP	0.0258445506319143	0.7969311720647	0.204972054676103	0.356492644477671
988	TYW5	0.0258465508700342	-0.800238525829726	0.146216477881865	-0.50625449376277
989	ZNF222	0.025852199822866	-0.810574534339923	NA	NA
990	UBXN1	0.0258767239066963	-0.800518368844788	0.393480396160121	-0.235626396762545
991	SLC9A7	0.0259138805337795	0.824268219956019	0.706615310663495	-0.261208288446479
992	C1orf159	0.0259490263961885	0.804356163101422	NA	NA
993	DMAC1	0.0259689922590643	-0.807423948322917	0.76718494392058	0.132623947676458
994	NDUFC1	0.0260674976422207	-0.805261759287856	NA	NA
995	SLA	0.0261655947578496	0.853797086567772	NA	NA
996	IFT20	0.0261847480962493	-0.854837882337964	0.0315628320758197	0.705701739814587
997	NPEPL1	0.0262655593800065	-0.801431669732979	0.451771754728351	0.212516571510363
998	YPEL1	0.0262766076083186	0.811034503768797	NA	NA
999	PDS5B	0.0262962973123954	0.834140728767846	0.406438729694805	0.231233472664931
1000	CHMP6	0.0263121004426614	-0.840232284872059	0.831086824501268	-0.060386064227564
1001	LRP1	0.0263265494955307	0.813669605738931	0.15287235909299	0.415524742489906
1002	HSF4	0.0263998718665651	0.904929231026483	NA	NA
1003	PHYHIP	0.0264191605582278	0.793524941676433	NA	NA
1004	ATP8B3	0.0264516460867465	0.819684711008536	NA	NA
1005	FKBP3	0.0264647725781993	-0.810581981605634	0.000331100374337815	-1.04972018307472
1006	SMDT1	0.0265186679684832	-0.829628924631805	0.0827846716425615	0.547954631764875
1007	SAT2	0.026612590375002	-0.795228186336084	0.607253120250784	-0.207351172931222
1008	SETD1B	0.0266150343121011	0.792000964249685	0.892281619039212	0.0427701423954612
1009	ST14	0.0266281464653146	0.820749747225057	0.385037180034341	-0.241752032396262
1010	GIMAP8	0.0266509537922292	0.82832981327525	0.283582142035675	0.318615979458215
1011	LIPT1	0.0267012734797514	-0.837130657635309	NA	NA
1012	TDP2	0.0267445987992021	-0.802976858955256	0.386608796046895	0.292535400510407
1013	MAVS	0.0268053054497896	0.82132516057804	0.888658349839151	0.0395333587810703
1014	ELAVL4	0.0268228431102523	0.828353059740026	NA	NA
1015	CCDC51	0.0268639085775699	-0.808590953157909	0.799058066769769	0.0709295068666859
1016	ERG28	0.0268771747574111	-0.825871586917315	0.646304940363826	-0.136324462818915
1017	PLCE1	0.0268978712369172	0.817655218600578	0.551172668769381	-0.31141959187266
1018	PEG10	0.0269196168666625	-0.820970905682783	0.924561919190227	-0.0272048436514648
1019	DHRS4L2	0.0269256087782951	-0.788839160201919	0.0362623878656942	-0.592354407710021
1020	OLR1	0.0269374615753054	0.854542892678457	NA	NA
1021	PFKL	0.0270220504027505	0.786885827507485	0.930271003304915	0.0242737213344696
1022	FAM168A	0.0270698937291849	0.80292849115581	0.950419049540288	0.0200407567729333
1023	PRMT1	0.0270894516542135	-0.807219810155771	0.888840315978962	-0.0390675281098167
1024	GPC4	0.0271028401706039	0.833407122931518	0.234310609083221	0.329841527712926
1025	NDUFA13	0.0271081925364056	-0.80501182647839	0.732442773687525	0.0949920927982673
1026	FCGBP	0.0271211894257208	0.823345033189768	0.14328626799118	0.421768334193143
1027	UTP18	0.0271408925241398	-0.816831185831589	0.303054085322695	0.285773042091065
1028	KSR1	0.0271493397538817	0.795290166082464	NA	NA
1029	DCUN1D3	0.0271882785569773	0.818373094364243	0.00492414821171323	1.05547386038145
1030	UBOX5	0.0271935936530824	0.805076744800103	0.179525355266566	-0.565738092473294
1031	PQLC1	0.0271949293627237	0.803580011469529	0.0768968653511225	0.738169428238029
1032	RFX1	0.0272345240072944	0.791028296344225	NA	NA
1033	GRB2	0.0272975643717442	-0.799885920504254	0.0967366462264851	-0.464911113125576
1034	ORC3	0.027304733893848	-0.825169681596671	0.148435423637156	-0.407852429128727
1035	TRMU	0.0273209528137528	-0.806404623472314	0.231418235165893	0.404295255410212
1036	WASHC2A	0.0273251575650391	0.807537340282877	0.0864581727569482	0.477634674622789
1037	ANAPC13	0.0273450802481169	-0.841100733631824	NA	NA
1038	MFN2	0.0274098863532281	0.788233646890005	0.810193146536963	0.0668331114296805
1039	MYO9B	0.0274146305617138	0.793357226893392	0.511295726744994	0.182221260208709
1040	FLOT1	0.0274387912802236	-0.799614327629017	0.14259683040142	0.409482810992633
1041	PPIA	0.027473461155127	-0.796025778519626	0.393980297734321	-0.238493217986008
1042	RRP1B	0.027476239688573	0.78893299675965	0.0969722641584181	0.464936888101269
1043	TRIP13	0.027541151172296	-0.836100779986344	0.279495029778711	0.301628249945542
1044	PSMD9	0.0275671561550404	-0.797824046817835	0.799544537505134	0.0705326797631722
1045	LAMTOR4	0.0276035867854791	-0.792519355383899	0.894630508707576	0.039797972510983
1046	SAR1B	0.027616356586148	-0.794258460892998	0.854513784298873	-0.0508622996430063
1047	MIF	0.0276306884462769	-0.814132348942188	0.678978517232912	0.11594924204584
1048	UFD1	0.0276663248065566	-0.800125973650859	0.626729329815441	-0.134217306320245
1049	NAA35	0.0276844366127323	0.787725799596526	0.61267283001427	-0.143557127094871
1050	TLCD1	0.0277513424316098	-0.790350209127571	0.806581363737214	-0.108513723878319
1051	SOD1	0.0277657249398123	-0.829781388978009	0.147924459523351	-0.408184884862045
1052	ARL14	0.0277658690993188	-0.793566531724895	NA	NA
1053	RASSF8	0.0278434896090083	0.821753625538037	0.399925230210144	0.323516868706666
1054	RINL	0.0279153172511959	0.791158037538388	NA	NA
1055	VEGFD	0.0279494868738656	-0.787362457394194	NA	NA
1056	KBTBD3	0.0280481608247154	-0.796590602035009	NA	NA
1057	BCAR1	0.0280639845295146	0.797961198142067	0.0675394755461833	0.527911878855393
1058	LMTK2	0.0280842687174751	0.781965047754128	0.0611652644098512	0.784628257469594
1059	FOXD2	0.0281010240377026	0.78976278298563	NA	NA
1060	CENPV	0.0282228702582128	-0.807734480821685	0.264266341994359	0.315167207985032
1061	DERL2	0.0282565722021846	-0.791098212907932	0.201157030744598	-0.402716038321606
1062	PLEKHG4	0.028340915818292	0.784436079590416	NA	NA
1063	CCDC91	0.028395603422146	0.880033247796247	0.264295716418721	0.316705632187174
1064	PHLPP2	0.0284236863679446	0.820665868347378	NA	NA
1065	TMEM74	0.0284254373346526	-0.793691162375759	NA	NA
1066	TMEM127	0.0284672935269823	0.809775083321898	NA	NA
1067	ZSCAN20	0.0284736459209681	0.795186275626852	NA	NA
1068	ZDHHC18	0.0284825514403941	0.799820361787974	NA	NA
1069	DEF6	0.0285031696617053	0.807613111708327	0.449327534263127	0.211612888695739
1070	CHD3	0.0285717808747879	0.790183412543403	0.512853364800799	-0.182615555150799
1071	UBE2O	0.0286056897863956	-0.815206775534943	0.0526945615081422	-0.545600567286784
1072	POGLUT3	0.0286118298997183	-0.813973449534466	0.836328130670503	-0.0571956010005317
1073	PSMB6	0.0286325910802018	-0.807234628983856	0.677224904529806	0.115441178788967
1074	ARHGAP6	0.0286393595560139	0.803127584212068	0.447239658869988	0.313927438200662
1075	IQGAP1	0.0287108801793606	0.821870732545749	0.918966517489323	-0.0281625877247705
1076	VPS13D	0.0287710094215667	0.78125904425412	0.29413769828371	0.308242043138706
1077	TONSL	0.0289102435378425	0.827838022131113	0.493794011504636	-0.224231607021842
1078	DCUN1D5	0.0289204934889462	-0.80046120941393	0.359235163834393	-0.260826831283299
1079	CEP57	0.0289280626548295	-0.797176127454865	0.534493699939162	-0.232917835478782
1080	RNASEH1	0.0289716918429603	-0.800237557349524	0.856983282260309	0.0805930177353068
1081	ZNF780A	0.0290036769130011	0.78694861345484	NA	NA
1082	LRRFIP1	0.0290306498711549	0.799828899545574	0.0409609684525107	0.581543760677984
1083	AEBP2	0.029088502922212	0.791095732427133	NA	NA
1084	IRAK3	0.0290983121013959	0.794408006828736	NA	NA
1085	ARHGAP5	0.029102803167567	0.795117113808799	0.232198309976678	0.333865213794483
1086	PTPN18	0.029237490060033	0.809439472791974	0.353551174222511	0.394953178430676
1087	ITCH	0.0292767644873493	0.800811738710799	0.971000869300704	0.0102271263231489
1088	NTAN1	0.0293102983687248	0.806418177824671	0.948974288989854	-0.0242636517762409
1089	PRKD2	0.0293157009876656	0.827900118639804	0.55815891134522	0.163441801404131
1090	WDR77	0.0293792638598572	-0.791012523037849	0.42801570960191	-0.225336678095783
1091	ANKRD24	0.0293850019982437	0.827920826812955	NA	NA
1092	PRKAR1A	0.0294677593262362	-0.780225175713351	0.68025887220967	0.115445649044651
1093	PCDH1	0.0294730330909105	0.792119772512547	0.358423066527947	0.259828917972167
1094	ATXN7	0.0295807132600664	0.817415052613226	NA	NA
1095	LSM4	0.0296372838161887	-0.819716454941808	0.829411588946691	0.0606797266429808
1096	SDCBP2	0.0297698505119863	0.787020494798049	NA	NA
1097	CARD16	0.0298252926870349	-0.789681807886908	0.389932791752233	-0.245620380803865
1098	TIGAR	0.0298417474796655	0.783314301627378	0.411988410784969	0.226838730073185
1099	COX4I1	0.0298418740267286	-0.793245473550676	0.214781773427533	-0.343984183648854
1100	COX14	0.0298792695782587	-0.786804609657194	NA	NA
1101	CYP2A13	0.0298891402410866	0.877412707130341	NA	NA
1102	C14orf39	0.0299808786183588	0.813262442542584	NA	NA
1103	BECN1	0.0300134359981964	0.78508957500051	0.774650037044401	0.0804580827811841
1104	OTX2	0.0300372979058374	-0.852138562063864	NA	NA
1105	GPR84	0.0300910559994216	0.852500351826781	NA	NA
1106	FAM114A1	0.0301378535931328	0.775230421790487	0.140741188345843	0.41336207083299
1107	TFB2M	0.0302071331648256	-0.776384986872621	0.0416989613661147	-0.567129150298462
1108	COQ5	0.0302736216312083	-0.805190847183674	0.421557849136036	0.222787751058761
1109	SARM1	0.0303024065964335	0.806548764215297	0.772622361407888	-0.110063869916283
1110	GNPAT	0.0303838511446979	-0.800631182525457	0.125814184844989	0.431420703078132
1111	LSM3	0.0304185531028361	-0.814260123615573	0.363699931484653	-0.255389399035453
1112	NAPB	0.0304461944297718	0.786734065877278	0.978479757746477	0.00753065364428352
1113	STAC3	0.0304662444534196	0.799115907497714	NA	NA
1114	WDR4	0.0304751701945995	0.775610863563519	0.359523997190187	0.258230678691418
1115	NR5A2	0.0304870812121796	-0.769184442448131	NA	NA
1116	PNMA8B	0.0305560915859549	0.779093188677707	NA	NA
1117	FPR1	0.0306449413793615	0.826648309138818	0.105669094565384	0.719742699480287
1118	GSKIP	0.0306972302851974	-0.782700749224211	0.906397438285425	0.0379006468327797
1119	CD163	0.0307613015649789	0.835190149248394	0.00961251673674006	0.73195792926626
1120	EGR2	0.0307982370686892	0.797494529306715	NA	NA
1121	HBZ	0.0308305048242372	0.819890654733182	0.984169082952119	-0.00551108453094281
1122	EPS8L1	0.030843237905831	0.811039641686397	0.184053046243369	0.371816880619159
1123	TCP11L2	0.0308607052608954	0.779114411627119	NA	NA
1124	PFDN2	0.0308644338925699	-0.793644107405052	0.641146136440993	-0.130502948770084
1125	SIGLEC7	0.0308719886070012	0.796853143155974	NA	NA
1126	MRPS18B	0.0308795317480983	-0.772868419245314	0.376361815848429	-0.2458550246388
1127	CLDN23	0.0310120508409411	0.84306642923839	NA	NA
1128	OXTR	0.0310768674943935	0.792456241674984	NA	NA
1129	ANKRD11	0.0311392933731054	0.783579621407044	0.465293950328882	0.318618790923977
1130	PTPN1	0.0311710041171115	0.767224297617174	0.372118952448987	0.24772351737101
1131	TMEM132A	0.0312570782297856	-0.783202185800288	0.12715860822795	-0.487754783515049
1132	STARD13	0.0312746764769193	0.797635562207331	NA	NA
1133	KLHL10	0.0313280039493649	0.774143047661826	NA	NA
1134	ATP5G2	0.0313356085836523	-0.812036475380713	NA	NA
1135	ORMDL1	0.031438834300362	-0.774899090241123	0.480445685238991	-0.203539216956886
1136	AGAP3	0.0315387935247144	0.801886984082618	0.184927817043424	-0.378788903880231
1137	POLB	0.0315834013549163	-0.781634435744523	0.0135287516946633	-0.711554151509048
1138	TTL	0.0316095978597179	0.770086616577169	0.208965715515505	0.560596766649556
1139	EIF1AX	0.031638878943287	-0.780385277593721	0.100047434616325	-0.460664978116585
1140	HTR2A	0.0317672190046004	0.783026257676594	NA	NA
1141	PMVK	0.0317823359503752	-0.782697668109075	0.290927914541065	-0.294242688858324
1142	SSSCA1	0.0317881762060494	-0.764803345279414	0.184929241675295	-0.374629635291086
1143	UBL5	0.0318120725531202	-0.801474731602362	0.731833749320119	0.0949916697748502
1144	NIN	0.0318163156398565	0.818458431162548	0.903881652580248	-0.0346498633130011
1145	APOB	0.0318262373479816	0.794520118339384	0.545190399546112	0.169396317056726
1146	TNR	0.0318512813131651	0.867166061624827	NA	NA
1147	SNX30	0.0318527059621145	0.790431713064094	0.0182056553661701	0.710068825763975
1148	GAN	0.0319201966869352	0.776077874491624	0.0619928830531117	0.970903308211275
1149	LAD1	0.0319217532940064	0.775898441927472	0.120343123607159	0.434773491162982
1150	DIS3L2	0.0319225460752964	0.787928619742342	0.148539526174445	0.406767234308076
1151	CHST15	0.0319387985249789	0.770093246911542	NA	NA
1152	TREM2	0.0319636659522559	0.800327035410505	NA	NA
1153	DZIP3	0.0320041344362785	-0.779539699055944	0.338486641923464	-0.812841733568068
1154	SAT1	0.0320544287691829	-0.765762262386006	NA	NA
1155	ZNF576	0.0320739628719083	-0.784699798477651	NA	NA
1156	POLL	0.0320746387871439	0.766615214994421	0.69812272597377	0.230451652495169
1157	RPL36AL	0.0320897078016769	-0.780076018254489	0.0935220399239551	-0.468081103070869
1158	PPP1R3C	0.0321181445339466	0.765988696804385	NA	NA
1159	CHMP3	0.0322388657988542	0.778703822712477	0.148543629393607	0.40136923247861
1160	FAM107B	0.0322690604015174	-0.770755229719499	0.128486823595881	-0.449682649046734
1161	METTL5	0.0323425944690885	-0.775186933852639	0.664156445444407	-0.226828706237483
1162	NUDT16L1	0.0323576472198922	-0.825411661619791	0.48437651317004	-0.198702780095121
1163	FAR2	0.0323999319230137	0.777681022289221	NA	NA
1164	IPMK	0.0324114235507584	0.764372318148161	NA	NA
1165	GAPVD1	0.0324452320092186	0.776565917521107	0.179682156201894	0.373840024425567
1166	A2M	0.0324687625003831	0.827887411666863	0.268983392957087	0.306851260608858
1167	ZNF669	0.0326294080721554	-0.783051551774814	NA	NA
1168	CACTIN	0.0326422810610504	0.807450664789386	0.501198489556214	-0.211274498918013
1169	ZXDC	0.0327290754701673	0.764547221114247	NA	NA
1170	TPM3	0.0327328361326994	-0.7618525579749	0.432048810581672	0.221650512546489
1171	PSME2	0.0327470677363784	-0.772670707904661	0.514351088588089	0.185621259408787
1172	RIOX2	0.032808730664418	0.763956237399838	0.744229243245982	-0.0915280627947887
1173	MPV17L	0.0328464084275275	0.768655443833268	NA	NA
1174	KDM3A	0.0328473388554139	0.760628778015436	0.633113313805093	-0.134693332973348
1175	MXI1	0.0328624780607915	0.8217225396341	NA	NA
1176	LYNX1	0.0328748103027585	0.773720965326352	NA	NA
1177	ALOX5AP	0.0329327516287517	0.811063331182402	0.0636084275453908	0.538040673952802
1178	TIMM10	0.0330132850996003	-0.760863218983873	0.642398746624596	0.130466375486933
1179	TICAM1	0.0330333231693777	0.789457035595006	NA	NA
1180	PTPRC	0.0330434453880594	0.821115424194664	0.332796587189677	0.272131740670404
1181	SGMS1	0.0330706985421828	0.787107077976958	0.333818639010921	0.344881040107629
1182	NKX1-2	0.0330731368651218	0.888325405502758	NA	NA
1183	GNAI3	0.0331202113105922	-0.763166013557022	0.196686439574581	0.358230115699365
1184	NDUFB11	0.0332026319929423	-0.75905356621361	0.68654279236724	0.11552247917965
1185	AGFG1	0.0332644579015487	0.785323598775177	0.473419533731941	0.200787798464419
1186	C6orf15	0.0332777928635297	0.765029060108333	NA	NA
1187	CD86	0.033439016403808	0.818191589089719	NA	NA
1188	NDUFB6	0.0334484663201816	-0.760622385087192	0.908700961682286	-0.031780782032581
1189	TMEM258	0.0334799262048075	-0.775642001667387	NA	NA
1190	NIPSNAP2	0.0335279115106878	-0.804003669218199	0.00890163938930766	-0.732973471517645
1191	SMURF1	0.0335362904067957	0.774429128913308	0.0429953326570846	-0.855376770776161
1192	UBL4A	0.0335987903816842	-0.790557794072472	0.607064029733238	-0.142240896753251
1193	TRIR	0.0336128874224705	-0.794876302614181	0.431172906079562	0.217586599804212
1194	SH2B3	0.0337706867613786	0.793488082672307	NA	NA
1195	ZBTB10	0.033777019843279	0.785217191285207	0.596118218458529	-0.169958783547158
1196	WNT7B	0.033781551230544	0.759181527666561	NA	NA
1197	HSPG2	0.0339056373566233	0.755857076984304	0.659101232032499	0.122530269746142
1198	KIF24	0.0339088711814989	0.784627809301708	NA	NA
1199	PDPR	0.033917398226267	0.755611547397033	0.471800472021501	0.200135261437336
1200	EFCAB7	0.033926403873362	-0.770188218252962	0.668740082671549	-0.307848490435675
1201	MRC1	0.0339907019669282	0.788946535214474	0.135892058851639	0.421576122802212
1202	TMCC1	0.034022754607239	0.756239015922178	0.957639841349847	0.0161169296395109
1203	SETDB2	0.0341585401868679	0.784775529856452	NA	NA
1204	CHCHD1	0.0341733348779075	-0.762293180553601	0.611136705537015	0.153453587350073
1205	CD63	0.034176325737063	-0.812214874794171	0.865859638521226	-0.0467355943021451
1206	FAM89B	0.0343001492978745	-0.763081896607824	NA	NA
1207	CBS	0.0343169549207027	0.773407995566849	0.36923817187666	0.250398855431889
1208	COPZ1	0.0343538098324559	-0.81491256343807	0.873200545902777	-0.0443203402063086
1209	GADD45GIP1	0.0344132692995673	-0.785292556398423	0.720055991009763	0.100629706277305
1210	PLPP7	0.0344846540081483	-0.785644041649464	NA	NA
1211	SEC31B	0.0344974471807022	0.782694696882463	NA	NA
1212	FARS2	0.0345023702178411	-0.756989131726295	0.473154300021259	-0.207177944742718
1213	PRDM15	0.0345371051213866	0.771566228859255	NA	NA
1214	PCDHB13	0.0345968491033947	-0.768831849186444	0.592417049053839	0.225721541020605
1215	SGCE	0.0346174672027861	-0.774490231319608	0.282042076270537	0.320105029359172
1216	FAM241A	0.0346505454162774	-0.752891799396716	NA	NA
1217	CCDC125	0.0346613150479787	-0.754153502736784	NA	NA
1218	NCKAP1L	0.0347248029830397	0.815296502422103	0.0911636630663562	0.478084535116205
1219	FMNL2	0.0347558765319468	0.797247821160373	0.0523684962981927	0.550111608797955
1220	ATG4B	0.0348434080426893	0.758893314107616	0.843275948017157	-0.0563723832198367
1221	GJB6	0.0348881670890827	0.765522915108968	NA	NA
1222	IGF1	0.0348959041369505	0.782334516498894	0.893588198598263	0.0712262761722887
1223	TRAPPC13	0.0349452618312436	-0.753742197666162	0.771316921987672	0.0840514395606263
1224	FAM169A	0.0349816992779241	-0.805042825784661	0.14131938763453	0.510274463530525
1225	C9orf40	0.0350244727101326	-0.76167493344882	NA	NA
1226	EIF1B	0.0350329842272928	-0.791152979780319	0.766291491174151	0.0819631900966195
1227	FAM149A	0.0351219700373204	-0.763340961517826	NA	NA
1228	LONRF2	0.035178211789993	0.768764758832505	0.68362863653427	0.178320478535759
1229	GNA14	0.0351947348619388	0.785796407129059	0.10896265455169	0.455564055520768
1230	GIMAP1	0.0352246268299925	0.788407914493577	0.114712988481326	0.449371093416434
1231	GRM7	0.0352427083545839	0.766035781062005	NA	NA
1232	HUNK	0.0352526134844626	0.775623193160797	NA	NA
1233	ALG8	0.0352566184963949	-0.769327941576554	0.312051987479512	-0.303223017508269
1234	MACF1	0.035261714984467	0.768776651095525	0.846989243784172	0.0537622313148984
1235	TLR7	0.035262347959962	0.788727508624478	0.980646847053159	-0.0108781924119706
1236	MYADM	0.0352721825421254	0.790207425666484	0.0353983026887539	0.587073196754887
1237	ANKH	0.0353426082082025	0.821179385440526	0.756075221273094	0.181257920936452
1238	ERLIN1	0.0355158259598529	0.771165144250816	0.151442919261928	0.400555163270107
1239	PSMA1	0.0355407148365959	-0.752558778934845	0.215270074326474	-0.348099025781101
1240	KIRREL3	0.0355544220262842	0.756535598322941	NA	NA
1241	FDPS	0.0355550966169984	-0.755117973091825	0.303622166606364	-0.285759355476532
1242	MTHFS	0.0356022128784339	-0.766571543057299	0.000946362339854057	-0.955751802574431
1243	PDE11A	0.0356360119303807	0.753108572987691	NA	NA
1244	RALGPS1	0.035653674257997	0.765561023658609	0.927711241307572	-0.0539876889285985
1245	KCTD19	0.0356760926202119	0.752689238384021	NA	NA
1246	HAPLN3	0.0356767887490898	-0.759841755176429	0.26681447636212	-0.333835010336245
1247	CACNA1D	0.0356921879868036	0.77067434575545	NA	NA
1248	TTYH3	0.0357014763866311	0.760599433838018	0.54690609958307	0.24852118807787
1249	POLR3E	0.0357126994249168	0.766939116493555	0.413000263888067	0.241666154502931
1250	MAP1B	0.0357275077708977	0.761665184882867	0.444254700483746	0.21254572281219
1251	PDC	0.0357287876335738	-0.754680029250629	NA	NA
1252	MCM8	0.0358125801528829	0.755681139899974	NA	NA
1253	MRPL41	0.0358419100001413	-0.74947174048962	0.272852260762632	-0.307570300400908
1254	PTGES3	0.0358665594172956	-0.754557322188037	0.627712093365264	-0.135444422777417
1255	EDDM3A	0.0358669252099733	0.837745106306737	NA	NA
1256	SLC25A17	0.0359209032659459	-0.757544017329375	0.0532848840895285	-0.624451360422935
1257	GPR12	0.0359701330170742	0.759617065183556	NA	NA
1258	SP2	0.0359845874108062	0.754987626653395	0.0634170672877756	0.726569619493848
1259	DDX59	0.0360289898026302	-0.760634188145807	0.782688058803612	-0.0984081699036818
1260	TTC31	0.0360302268122155	0.754155648671643	NA	NA
1261	STXBP1	0.0360776856729509	0.812931316784679	0.682953505307548	0.11328335711679
1262	KRT79	0.0361036803195257	0.765963713776451	0.371588069019779	0.248372653713641
1263	TOMM5	0.0361307474902889	-0.751246510451551	0.919293385548531	0.0280292861499629
1264	NUDT3	0.0361404364113224	-0.762845461720917	0.0520293105071817	-0.540445761827024
1265	NBR1	0.0361926577508723	0.750544891010909	0.869292570337494	-0.0837207245727593
1266	SIRT7	0.0361977887081217	-0.764766634632758	NA	NA
1267	IKZF1	0.0362308806604173	0.791329968504764	0.724131731961736	0.161423351104796
